Group 44
Average similarity: 56.24

Species	Av.Abund	Av.Sim	 Sim/SD	Contrib%	Cum.%
26.7885915492958	    2.14	    1.57	   1.44	   1.36	    3.02	18.92
15.538	    1.13	    0.00	   1.29	   1.91	    2.71	21.63
9.693125	    0.00	    0.94	   1.08	   5.73	    2.26	23.89
37.0488	    0.89	    0.00	   1.03	  19.43	    2.15	26.05
28.0072727272727	    0.86	    0.00	   0.99	   0.87	    2.08	28.12
20.361875	    0.83	    0.00	   0.95	  11.12	    2.00	30.12
19.5253846153846	    0.00	    0.77	   0.89	   0.87	    1.87	32.00
8.99	    0.00	    0.71	   0.83	   0.87	    1.73	33.73
15.4576923076923	    2.30	    3.00	   0.80	   1.55	    1.68	35.41
10.471875	    0.00	    0.69	   0.80	   2.62	    1.68	37.10
16.3974358974359	    1.68	    2.26	   0.78	   1.21	    1.64	38.73
21.1221428571429	    0.68	    1.24	   0.77	   1.05	    1.62	40.36
19.7226829268293	    1.81	    2.46	   0.75	   1.36	    1.56	41.92
10.692	    0.00	    0.66	   0.75	   0.87	    1.56	43.49
36.111	    0.64	    0.00	   0.73	   0.87	    1.54	45.03
20.8027027027027	    0.68	    1.31	   0.73	   2.99	    1.52	46.55
22.5507692307692	    0.63	    0.89	   0.72	   1.83	    1.52	48.06
17.6253333333333	    0.71	    0.62	   0.72	   1.93	    1.51	49.57
14.0566666666667	    0.34	    0.62	   0.70	   1.60	    1.47	51.04
13.7290677966102	    0.16	    0.73	   0.67	   3.02	    1.40	52.44
15.3033333333333	    0.05	    0.58	   0.66	   0.94	    1.39	53.83
20.568	    0.30	    0.83	   0.62	   1.21	    1.29	55.12
9.7	    0.53	    0.00	   0.60	   2.46	    1.27	56.39
21.3482051282051	    0.00	    0.51	   0.60	   0.87	    1.26	57.64
20.8413333333333	    0.65	    0.51	   0.58	   1.94	    1.22	58.87
11.8188888888889	    0.00	    0.47	   0.54	   0.87	    1.14	60.00
12.6674074074074	    0.08	    0.47	   0.53	   1.04	    1.12	61.12
24.5908333333333	    0.46	    0.00	   0.53	   1.30	    1.11	62.23
14.6988	    0.60	    1.05	   0.51	   2.66	    1.08	63.31
16.7157142857143	    0.41	    0.44	   0.51	   3.23	    1.07	64.37
9.75530612244898	    0.40	    0.81	   0.48	   6.96	    1.01	65.38
13.797380952381	    0.13	    0.42	   0.47	   1.17	    1.00	66.38
19.14	    0.40	    0.41	   0.47	   0.88	    0.99	67.36
8.90476190476191	    0.38	    0.00	   0.44	   0.87	    0.93	68.29
19.8613793103448	    0.66	    0.32	   0.44	   1.13	    0.92	69.21
17.4094262295082	    0.66	    1.03	   0.42	   1.27	    0.88	70.10
19.6197619047619	    1.06	    0.81	   0.42	   1.48	    0.87	70.97
34.2623076923077	    0.36	    0.00	   0.41	   0.87	    0.87	71.84
19.9726923076923	    0.44	    0.36	   0.41	   1.55	    0.86	72.69
22.5944444444445	    0.00	    0.35	   0.40	   0.87	    0.85	73.54
11.0493181818182	    0.00	    0.35	   0.40	   0.87	    0.84	74.38
17.9564705882353	    0.57	    0.89	   0.38	   1.25	    0.80	75.18
19.0516666666667	    0.55	    0.86	   0.35	   1.16	    0.73	75.91
13.8641666666667	    0.07	    0.31	   0.35	   1.10	    0.73	76.64
24.55375	    0.30	    0.00	   0.34	   1.44	    0.71	77.36
15.7421917808219	    0.43	    0.72	   0.34	   2.23	    0.70	78.06
21.5752941176471	    0.99	    1.28	   0.34	   1.28	    0.70	78.77
17.325	    0.32	    0.29	   0.33	   1.97	    0.69	79.46
13.24	    0.00	    0.28	   0.33	   0.87	    0.69	80.15
15.375625	    0.35	    0.63	   0.32	   1.83	    0.67	80.82
16.2865	    0.57	    0.85	   0.32	   1.62	    0.67	81.49
15.2082352941176	    0.58	    0.85	   0.31	   1.27	    0.65	82.15
13.261724137931	    0.28	    0.27	   0.31	   2.16	    0.65	82.80
18.2241176470588	    0.36	    0.27	   0.31	   1.65	    0.65	83.45
15.11	    0.37	    0.21	   0.29	   1.40	    0.62	84.06
16.8514285714286	    0.23	    0.47	   0.29	   0.93	    0.60	84.66
24.26	    0.24	    0.00	   0.28	   0.87	    0.59	85.24
19.6651428571429	    0.91	    1.11	   0.28	   1.07	    0.58	85.82
13.12375	    0.03	    0.23	   0.27	   1.00	    0.56	86.39
19.2089189189189	    0.87	    1.10	   0.27	   1.62	    0.56	86.95
21.4994285714286	    0.23	    0.00	   0.26	   0.87	    0.55	87.50
24.325	    0.23	    0.00	   0.26	   0.87	    0.55	88.05
23.3945454545455	    0.22	    0.00	   0.26	   0.87	    0.54	88.59
16.9747058823529	    0.40	    0.60	   0.24	   1.10	    0.50	89.09
11.955	    0.00	    0.21	   0.23	   0.87	    0.49	89.58
22.768947368421	    0.19	    0.00	   0.22	   0.87	    0.46	90.04

Groups 30  &  38
Average dissimilarity = 43.15

	Group 30	Group 38	       	       	        	     
Species	Av.Abund	Av.Abund	Av.Diss	Diss/SD	Contrib%	Cum.%
37.0488	    1.26	    0.00	   1.55	  10.48	    3.60	 3.60
37.5636363636364	    1.18	    0.00	   1.41	   0.87	    3.26	 6.86
38.5183870967742	    1.16	    0.00	   1.38	   0.87	    3.19	10.05
26.7885915492958	    0.75	    1.57	   1.32	   1.38	    3.05	13.11
33.6365517241379	    1.10	    0.00	   1.31	   0.87	    3.05	16.15
19.5253846153846	    0.93	    0.77	   1.16	   1.03	    2.68	18.83
22.5507692307692	    0.00	    0.89	   1.10	   5.40	    2.55	21.38
19.0516666666667	    0.00	    0.86	   1.06	   9.49	    2.45	23.84
21.1221428571429	    0.39	    1.24	   1.03	   1.98	    2.38	26.22
21.3482051282051	    0.82	    0.51	   1.02	   1.19	    2.37	28.59
9.75530612244898	    0.00	    0.81	   1.01	  20.49	    2.33	30.92
34.2623076923077	    0.84	    0.00	   1.00	   0.87	    2.32	33.24
20.8027027027027	    0.50	    1.31	   1.00	   5.54	    2.31	35.55
15.538	    0.81	    0.00	   0.97	   0.87	    2.25	37.80
9.693125	    0.78	    0.94	   0.96	   3.34	    2.22	40.01
8.99	    0.00	    0.71	   0.89	   0.86	    2.06	42.07
10.471875	    0.00	    0.69	   0.86	   2.59	    2.00	44.07
19.7226829268293	    2.55	    2.46	   0.85	   3.73	    1.97	46.04
8.90476190476191	    0.68	    0.00	   0.81	   0.87	    1.89	47.92
10.692	    0.00	    0.66	   0.80	   0.86	    1.86	49.78
15.375625	    0.00	    0.63	   0.78	  22.49	    1.81	51.59
11.8188888888889	    0.63	    0.47	   0.78	   1.10	    1.81	53.40
20.568	    0.21	    0.83	   0.78	   1.62	    1.80	55.20
17.6253333333333	    0.77	    0.62	   0.77	   3.36	    1.79	56.99
14.0566666666667	    0.65	    0.62	   0.76	   3.31	    1.76	58.76
15.3033333333333	    0.00	    0.58	   0.71	   0.86	    1.64	60.40
13.8641666666667	    0.82	    0.31	   0.65	   1.21	    1.51	61.91
20.8413333333333	    0.42	    0.51	   0.63	   1.01	    1.46	63.38
16.3974358974359	    1.78	    2.26	   0.60	   1.81	    1.40	64.77
16.8514285714286	    0.00	    0.47	   0.59	  19.47	    1.36	66.13
12.6674074074074	    0.36	    0.47	   0.58	   1.10	    1.34	67.47
8.47375	    0.46	    0.00	   0.55	   0.87	    1.28	68.75
16.7157142857143	    0.32	    0.44	   0.54	   1.10	    1.26	70.01
20.5108620689655	    1.01	    1.45	   0.54	   4.40	    1.24	71.26
19.14	    0.00	    0.41	   0.51	   0.86	    1.19	72.45
21.5752941176471	    1.46	    1.28	   0.51	   1.36	    1.19	73.63
13.797380952381	    0.00	    0.42	   0.51	   0.86	    1.18	74.81
30.8833333333333	    0.38	    0.00	   0.49	   0.87	    1.13	75.94
18.7188461538462	    0.38	    0.00	   0.48	   0.87	    1.12	77.06
16.9747058823529	    0.24	    0.60	   0.46	   1.28	    1.07	78.13
19.8613793103448	    0.56	    0.32	   0.45	   1.36	    1.05	79.17
19.9726923076923	    0.00	    0.36	   0.45	   0.86	    1.03	80.21
21.2123809523809	    0.35	    0.00	   0.44	   0.87	    1.03	81.24
19.2089189189189	    0.75	    1.10	   0.44	   1.23	    1.02	82.25
30.8036538461538	    1.39	    1.03	   0.44	   4.90	    1.02	83.27
11.0493181818182	    0.23	    0.35	   0.43	   1.22	    1.01	84.28
22.5944444444445	    0.00	    0.35	   0.43	   0.86	    1.01	85.28
13.7290677966102	    0.41	    0.73	   0.40	   3.65	    0.92	86.20
36.235	    0.32	    0.00	   0.38	   0.87	    0.87	87.07
19.6197619047619	    0.99	    0.81	   0.36	   1.49	    0.83	87.90
36.28	    0.30	    0.00	   0.36	   0.87	    0.82	88.72
17.325	    0.24	    0.29	   0.35	   1.00	    0.82	89.54
13.24	    0.00	    0.28	   0.35	   0.86	    0.82	90.36

Groups 48  &  38
Average dissimilarity = 68.69

	Group 48	Group 38	       	       	        	     
Species	Av.Abund	Av.Abund	Av.Diss	Diss/SD	Contrib%	Cum.%
15.4576923076923	    0.30	    3.00	   3.55	   6.82	    5.17	 5.17
16.3974358974359	    0.00	    2.26	   2.97	   6.00	    4.33	 9.50
26.7885915492958	    3.41	    1.57	   2.50	   1.73	    3.63	13.13
20.5108620689655	    0.25	    1.45	   1.55	   6.38	    2.25	15.38
19.6651428571429	    0.00	    1.11	   1.45	   8.09	    2.11	17.49
21.405	    1.03	    0.00	   1.34	  10.41	    1.96	19.45
15.6227272727273	    1.11	    0.00	   1.33	   0.87	    1.94	21.39
21.1221428571429	    0.26	    1.24	   1.32	   2.53	    1.92	23.31
21.5752941176471	    0.30	    1.28	   1.29	   4.08	    1.87	25.18
20.8027027027027	    0.33	    1.31	   1.28	   4.47	    1.87	27.05
22.768947368421	    0.94	    0.00	   1.24	   8.60	    1.80	28.85
9.693125	    0.00	    0.94	   1.23	   5.01	    1.79	30.64
8.06111111111111	    0.98	    0.00	   1.18	   0.87	    1.72	32.36
17.9564705882353	    0.00	    0.89	   1.17	   4.24	    1.70	34.05
37.5636363636364	    0.95	    0.00	   1.14	   0.87	    1.66	35.72
19.0516666666667	    0.00	    0.86	   1.12	   7.20	    1.63	37.35
15.2082352941176	    0.00	    0.85	   1.11	   4.94	    1.62	38.97
20.568	    0.00	    0.83	   1.09	   2.82	    1.59	40.56
18.295	    0.91	    0.00	   1.09	   0.87	    1.58	42.14
33.6365517241379	    0.90	    0.00	   1.08	   0.87	    1.57	43.71
19.2089189189189	    0.31	    1.10	   1.04	   4.31	    1.52	45.23
19.5253846153846	    0.00	    0.77	   1.02	   0.86	    1.49	46.71
30.8036538461538	    1.75	    1.03	   1.01	   1.04	    1.47	48.18
8.99	    0.00	    0.71	   0.94	   0.86	    1.37	49.56
14.6988	    0.32	    1.05	   0.92	   2.24	    1.33	50.89
10.471875	    0.00	    0.69	   0.92	   2.51	    1.33	52.23
22.5507692307692	    0.19	    0.89	   0.90	   3.12	    1.30	53.53
10.692	    0.00	    0.66	   0.85	   0.86	    1.24	54.77
15.375625	    0.00	    0.63	   0.83	   9.81	    1.21	55.97
17.6253333333333	    0.47	    0.62	   0.81	   1.03	    1.19	57.16
21.09	    0.56	    0.00	   0.80	   0.87	    1.16	58.32
14.0566666666667	    0.00	    0.62	   0.80	   0.86	    1.16	59.48
16.9747058823529	    0.00	    0.60	   0.79	   8.30	    1.15	60.63
21.3482051282051	    1.10	    0.51	   0.76	   0.99	    1.11	61.73
15.3033333333333	    0.00	    0.58	   0.75	   0.86	    1.09	62.83
21.2123809523809	    0.55	    0.00	   0.72	   8.45	    1.05	63.87
21.4994285714286	    0.53	    0.00	   0.69	  59.14	    1.00	64.87
16.2865	    0.35	    0.85	   0.68	   2.47	    0.99	65.86
20.8413333333333	    0.00	    0.51	   0.68	   0.86	    0.99	66.85
17.325	    0.54	    0.29	   0.68	   1.25	    0.99	67.83
15.538	    0.56	    0.00	   0.67	   0.87	    0.98	68.82
13.797380952381	    0.52	    0.42	   0.67	   1.05	    0.98	69.79
8.90476190476191	    0.56	    0.00	   0.67	   0.87	    0.97	70.77
8.47375	    0.55	    0.00	   0.66	   0.87	    0.97	71.73
19.6197619047619	    0.39	    0.81	   0.65	   1.51	    0.95	72.68
18.7188461538462	    0.51	    0.00	   0.64	   2.68	    0.94	73.62
16.8514285714286	    0.00	    0.47	   0.62	   9.56	    0.91	74.52
11.8188888888889	    0.00	    0.47	   0.62	   0.86	    0.90	75.43
18.2241176470588	    0.49	    0.27	   0.61	   1.24	    0.89	76.32
12.6674074074074	    0.00	    0.47	   0.61	   0.86	    0.88	77.20
9.75530612244898	    0.42	    0.81	   0.60	   0.93	    0.88	78.07
29.0286666666667	    0.41	    0.00	   0.58	   0.87	    0.85	78.92
20.361875	    0.44	    0.00	   0.58	   8.00	    0.84	79.76
16.7157142857143	    0.00	    0.44	   0.57	   0.86	    0.83	80.59
28.0072727272727	    0.40	    0.00	   0.57	   0.87	    0.83	81.42
12.3973333333333	    0.44	    0.00	   0.56	   6.61	    0.82	82.24
19.14	    0.00	    0.41	   0.55	   0.86	    0.79	83.03
19.8613793103448	    0.70	    0.32	   0.55	   1.23	    0.79	83.82
15.7421917808219	    0.58	    0.72	   0.49	   1.90	    0.71	84.54
19.9726923076923	    0.44	    0.36	   0.47	   2.37	    0.68	85.21
22.5944444444445	    0.00	    0.35	   0.46	   0.86	    0.67	85.89
11.0493181818182	    0.00	    0.35	   0.46	   0.86	    0.66	86.55
37.0081818181818	    0.37	    0.00	   0.44	   0.87	    0.64	87.19
16.43	    0.34	    0.00	   0.44	   4.24	    0.63	87.82
37.0736363636364	    0.33	    0.00	   0.43	  18.35	    0.62	88.45
27.6873684210526	    0.30	    0.00	   0.43	   0.87	    0.62	89.07
13.8641666666667	    0.00	    0.31	   0.40	   0.86	    0.58	89.65
37.0488	    0.27	    0.00	   0.39	   0.87	    0.57	90.22

Groups 45  &  38
Average dissimilarity = 64.52

	Group 45	Group 38	       	       	        	     
Species	Av.Abund	Av.Abund	Av.Diss	Diss/SD	Contrib%	Cum.%
15.4576923076923	    1.20	    3.00	   2.08	   4.66	    3.23	 3.23
16.3974358974359	    0.56	    2.26	   1.97	   2.52	    3.06	 6.28
21.405	    1.67	    0.00	   1.93	   2.84	    2.99	 9.28
30.8036538461538	    2.67	    1.03	   1.90	  15.30	    2.95	12.23
11.2366666666667	    1.45	    0.00	   1.70	   0.87	    2.64	14.87
26.7885915492958	    0.12	    1.57	   1.68	   2.34	    2.60	17.47
21.1221428571429	    0.00	    1.24	   1.44	  32.14	    2.22	19.69
17.325	    1.25	    0.29	   1.43	   1.08	    2.22	21.92
33.6365517241379	    1.21	    0.00	   1.41	  56.96	    2.18	24.10
19.6651428571429	    0.00	    1.11	   1.28	  13.88	    1.99	26.09
21.09	    1.09	    0.00	   1.28	   0.87	    1.99	28.07
20.8027027027027	    0.22	    1.31	   1.26	   9.03	    1.96	30.03
20.361875	    1.08	    0.00	   1.25	   6.44	    1.94	31.97
10.22	    1.01	    0.00	   1.18	   2.59	    1.83	33.80
22.5507692307692	    0.00	    0.89	   1.03	   5.54	    1.60	35.40
17.9564705882353	    0.00	    0.89	   1.03	   4.74	    1.60	37.00
19.5253846153846	    0.82	    0.77	   0.96	   0.93	    1.48	38.48
17.4094262295082	    0.20	    1.03	   0.95	   3.69	    1.48	39.96
20.568	    0.10	    0.83	   0.85	   2.48	    1.32	41.28
8.99	    0.00	    0.71	   0.83	   0.87	    1.29	42.57
15.2082352941176	    0.13	    0.85	   0.83	   3.54	    1.28	43.85
10.471875	    0.00	    0.69	   0.81	   2.61	    1.25	45.10
38.5471428571429	    0.66	    0.00	   0.78	   0.87	    1.20	46.31
10.692	    0.14	    0.66	   0.75	   1.07	    1.17	47.48
9.693125	    0.29	    0.94	   0.75	   1.76	    1.16	48.63
15.6227272727273	    0.65	    0.00	   0.74	   0.87	    1.15	49.78
19.2089189189189	    0.63	    1.10	   0.72	   1.17	    1.12	50.90
17.6253333333333	    0.00	    0.62	   0.71	   0.87	    1.11	52.01
14.0566666666667	    0.43	    0.62	   0.71	   2.00	    1.10	53.11
8.90476190476191	    0.62	    0.00	   0.71	   0.87	    1.10	54.21
38.5183870967742	    0.60	    0.00	   0.69	   0.87	    1.07	55.27
22.9871428571429	    0.59	    0.00	   0.69	  68.52	    1.06	56.34
37.5636363636364	    0.59	    0.00	   0.68	   0.87	    1.05	57.39
15.3033333333333	    0.15	    0.58	   0.67	   1.19	    1.04	58.42
15.375625	    0.07	    0.63	   0.65	   5.81	    1.01	59.43
8.47375	    0.56	    0.00	   0.64	   0.87	    1.00	60.42
22.768947368421	    0.55	    0.00	   0.62	   0.87	    0.97	61.39
19.6197619047619	    0.53	    0.81	   0.61	   1.27	    0.94	62.33
21.3482051282051	    0.00	    0.51	   0.60	   0.87	    0.94	63.27
20.8413333333333	    0.05	    0.51	   0.60	   0.95	    0.93	64.19
16.9747058823529	    0.10	    0.60	   0.58	   4.30	    0.90	65.09
19.0516666666667	    1.35	    0.86	   0.57	   4.78	    0.89	65.98
28.035	    0.48	    0.00	   0.56	   4.69	    0.87	66.85
16.8514285714286	    0.00	    0.47	   0.55	  27.50	    0.85	67.70
12.6674074074074	    0.60	    0.47	   0.55	   2.69	    0.85	68.55
11.8188888888889	    0.19	    0.47	   0.54	   1.22	    0.84	69.39
23.0741666666667	    0.45	    0.00	   0.52	   0.87	    0.80	70.19
16.2865	    0.41	    0.85	   0.51	   3.11	    0.79	70.99
16.7157142857143	    0.00	    0.44	   0.51	   0.87	    0.78	71.77
19.14	    0.00	    0.41	   0.48	   0.87	    0.75	72.52
13.797380952381	    0.04	    0.42	   0.48	   0.95	    0.74	73.26
15.7421917808219	    0.32	    0.72	   0.47	  10.36	    0.72	73.98
24.26	    0.41	    0.00	   0.47	   1.85	    0.72	74.70
20.5108620689655	    1.06	    1.45	   0.46	   3.17	    0.71	75.41
15.538	    0.39	    0.00	   0.45	   0.87	    0.69	76.10
18.295	    0.38	    0.00	   0.43	   0.87	    0.67	76.77
18.2241176470588	    0.37	    0.27	   0.43	   1.11	    0.66	77.43
19.9726923076923	    0.11	    0.36	   0.42	   1.13	    0.65	78.07
22.5944444444445	    0.00	    0.35	   0.41	   0.87	    0.63	78.70
11.0493181818182	    0.16	    0.35	   0.41	   1.25	    0.63	79.33
16.2071428571429	    0.34	    0.00	   0.40	   3.48	    0.61	79.94
20.2579411764706	    0.33	    0.00	   0.38	  53.13	    0.59	80.53
19.8613793103448	    0.26	    0.32	   0.37	   1.06	    0.58	81.11
10.7542857142857	    0.32	    0.00	   0.37	   0.87	    0.57	81.68
13.8641666666667	    0.38	    0.31	   0.36	   1.46	    0.55	82.23
27.772	    0.30	    0.00	   0.35	   3.40	    0.54	82.78
32.6166666666667	    0.29	    0.00	   0.35	   0.87	    0.54	83.31
13.24	    0.00	    0.28	   0.33	   0.87	    0.51	83.83
37.0736363636364	    0.28	    0.00	   0.33	   0.87	    0.51	84.33
22.6261111111111	    0.28	    0.00	   0.32	   0.87	    0.49	84.83
12.455	    0.27	    0.00	   0.31	   1.77	    0.49	85.31
13.261724137931	    0.21	    0.27	   0.31	   2.88	    0.48	85.80
34.11	    0.27	    0.00	   0.31	  14.17	    0.48	86.28
13.7290677966102	    0.47	    0.73	   0.31	   1.73	    0.48	86.75
21.5752941176471	    1.11	    1.28	   0.30	   1.44	    0.46	87.22
36.94125	    0.25	    0.00	   0.29	   0.87	    0.45	87.67
34.2875	    0.26	    0.00	   0.29	   0.87	    0.45	88.12
12.7916666666667	    0.25	    0.00	   0.29	   2.44	    0.45	88.58
29.0286666666667	    0.25	    0.00	   0.28	   0.87	    0.44	89.01
37.0488	    0.24	    0.00	   0.27	   0.87	    0.42	89.44
24.6694736842105	    0.24	    0.00	   0.27	   0.87	    0.42	89.86
34.325	    0.23	    0.00	   0.27	   0.87	    0.42	90.28

Groups 41  &  38
Average dissimilarity = 60.56

	Group 41	Group 38	       	       	        	     
Species	Av.Abund	Av.Abund	Av.Diss	Diss/SD	Contrib%	Cum.%
16.3974358974359	    0.39	    2.26	   2.56	   3.82	    4.23	 4.23
15.4576923076923	    1.14	    3.00	   2.52	   2.10	    4.16	 8.39
21.405	    1.65	    0.00	   2.25	  41.83	    3.72	12.11
19.7226829268293	    3.82	    2.46	   1.87	  11.88	    3.09	15.20
20.8027027027027	    0.00	    1.31	   1.79	  10.93	    2.96	18.16
19.5253846153846	    1.98	    0.77	   1.65	   1.39	    2.73	20.89
19.2089189189189	    0.00	    1.10	   1.51	  18.32	    2.49	23.38
21.3482051282051	    1.62	    0.51	   1.50	   1.88	    2.48	25.85
22.768947368421	    0.97	    0.00	   1.32	  36.88	    2.19	28.04
8.90476190476191	    0.93	    0.00	   1.31	   0.87	    2.16	30.20
22.5507692307692	    0.00	    0.89	   1.22	   5.42	    2.02	32.22
17.9564705882353	    0.00	    0.89	   1.22	   4.65	    2.01	34.23
21.1221428571429	    0.35	    1.24	   1.20	   2.28	    1.98	36.21
19.6651428571429	    0.23	    1.11	   1.20	   3.52	    1.98	38.19
16.2865	    0.00	    0.85	   1.17	  19.06	    1.93	40.12
15.2082352941176	    0.00	    0.85	   1.16	   5.62	    1.92	42.04
37.0488	    0.83	    0.00	   1.16	   1.31	    1.91	43.96
20.568	    0.00	    0.83	   1.14	   2.94	    1.89	45.84
37.5636363636364	    0.81	    0.00	   1.08	   0.87	    1.78	47.62
20.5108620689655	    0.67	    1.45	   1.06	   9.69	    1.75	49.37
33.6365517241379	    0.75	    0.00	   1.01	   0.87	    1.66	51.03
38.5471428571429	    0.75	    0.00	   1.00	   0.87	    1.66	52.69
8.99	    0.00	    0.71	   0.99	   0.87	    1.63	54.32
19.0516666666667	    0.14	    0.86	   0.98	   3.54	    1.62	55.95
10.471875	    0.00	    0.69	   0.96	   2.59	    1.58	57.53
10.692	    0.00	    0.66	   0.89	   0.87	    1.47	58.99
15.375625	    0.00	    0.63	   0.87	  29.26	    1.43	60.42
8.47375	    0.65	    0.00	   0.87	   0.87	    1.43	61.85
17.6253333333333	    0.00	    0.62	   0.84	   0.87	    1.39	63.25
14.0566666666667	    0.00	    0.62	   0.83	   0.87	    1.37	64.62
16.9747058823529	    0.00	    0.60	   0.83	  13.88	    1.36	65.98
9.693125	    0.33	    0.94	   0.82	   1.50	    1.36	67.34
36.9133333333333	    0.61	    0.00	   0.82	   0.87	    1.35	68.69
26.7885915492958	    1.42	    1.57	   0.81	   1.14	    1.34	70.04
15.3033333333333	    0.00	    0.58	   0.79	   0.87	    1.30	71.33
30.8036538461538	    1.60	    1.03	   0.78	   5.25	    1.29	72.62
21.5752941176471	    0.71	    1.28	   0.77	   2.10	    1.28	73.90
14.6988	    0.50	    1.05	   0.75	   5.32	    1.23	75.13
20.8413333333333	    0.00	    0.51	   0.71	   0.87	    1.17	76.30
8.54566666666667	    0.49	    0.00	   0.68	   1.89	    1.12	77.43
16.8514285714286	    0.00	    0.47	   0.65	  24.45	    1.07	78.50
11.8188888888889	    0.00	    0.47	   0.65	   0.87	    1.07	79.57
12.6674074074074	    0.14	    0.47	   0.64	   1.12	    1.05	80.62
16.7157142857143	    0.00	    0.44	   0.60	   0.87	    0.99	81.61
9.75530612244898	    0.44	    0.81	   0.59	   1.01	    0.97	82.58
13.797380952381	    0.75	    0.42	   0.58	   1.05	    0.96	83.53
18.844	    0.41	    0.00	   0.57	   0.87	    0.94	84.48
19.14	    0.00	    0.41	   0.57	   0.87	    0.94	85.42
21.4994285714286	    0.40	    0.00	   0.54	   0.87	    0.89	86.31
19.9726923076923	    0.25	    0.36	   0.49	   1.11	    0.81	87.12
22.5944444444445	    0.00	    0.35	   0.48	   0.87	    0.80	87.92
11.0493181818182	    0.00	    0.35	   0.48	   0.87	    0.79	88.70
17.4094262295082	    0.70	    1.03	   0.45	   2.48	    0.74	89.45
19.8613793103448	    0.00	    0.32	   0.43	   0.87	    0.72	90.16

Groups 25  &  38
Average dissimilarity = 52.08

	Group 25	Group 38	       	       	        	     
Species	Av.Abund	Av.Abund	Av.Diss	Diss/SD	Contrib%	Cum.%
38.5183870967742	    1.60	    0.00	   2.18	   3.90	    4.19	 4.19
37.5636363636364	    1.47	    0.00	   2.02	   2.55	    3.87	 8.06
20.8027027027027	    0.00	    1.31	   1.78	  11.52	    3.42	11.48
21.1221428571429	    0.00	    1.24	   1.69	  36.11	    3.25	14.73
8.90476190476191	    1.15	    0.00	   1.57	   0.87	    3.01	17.74
15.538	    1.14	    0.00	   1.56	   0.87	    2.99	20.73
19.2089189189189	    0.00	    1.10	   1.50	  21.70	    2.89	23.62
26.7885915492958	    2.60	    1.57	   1.42	   1.63	    2.72	26.34
33.6365517241379	    0.99	    0.00	   1.36	   0.87	    2.61	28.94
9.693125	    0.00	    0.94	   1.28	   5.83	    2.46	31.40
19.5253846153846	    0.93	    0.77	   1.28	   1.04	    2.45	33.85
22.5507692307692	    0.00	    0.89	   1.22	   5.50	    2.34	36.19
19.0516666666667	    0.00	    0.86	   1.17	  10.49	    2.25	38.43
15.2082352941176	    0.00	    0.85	   1.16	   5.71	    2.23	40.66
20.568	    0.00	    0.83	   1.14	   2.95	    2.19	42.85
9.75530612244898	    0.00	    0.81	   1.11	  41.18	    2.14	44.98
19.6197619047619	    0.00	    0.81	   1.11	   3.24	    2.13	47.11
13.797380952381	    0.80	    0.42	   1.09	   1.20	    2.10	49.21
30.8036538461538	    0.80	    1.03	   1.09	   2.84	    2.09	51.30
19.6651428571429	    0.74	    1.11	   1.01	   1.72	    1.94	53.24
21.5752941176471	    0.59	    1.28	   1.00	   1.11	    1.92	55.16
8.99	    0.00	    0.71	   0.98	   0.87	    1.89	57.05
10.471875	    0.00	    0.69	   0.95	   2.60	    1.83	58.89
38.5471428571429	    0.66	    0.00	   0.91	   0.87	    1.75	60.63
10.692	    0.00	    0.66	   0.88	   0.87	    1.70	62.33
15.375625	    0.00	    0.63	   0.86	  56.09	    1.66	63.99
17.6253333333333	    1.10	    0.62	   0.86	   1.12	    1.66	65.64
14.0566666666667	    0.00	    0.62	   0.83	   0.87	    1.59	67.23
16.9747058823529	    0.00	    0.60	   0.82	  15.15	    1.58	68.81
15.3033333333333	    0.00	    0.58	   0.78	   0.87	    1.50	70.32
21.3482051282051	    0.57	    0.51	   0.78	   0.96	    1.50	71.82
17.4094262295082	    0.57	    1.03	   0.77	   1.05	    1.49	73.30
13.7290677966102	    1.27	    0.73	   0.73	   1.93	    1.41	74.71
8.23	    0.53	    0.00	   0.72	   0.87	    1.38	76.10
13.261724137931	    0.52	    0.27	   0.71	   1.21	    1.37	77.47
17.9564705882353	    0.50	    0.89	   0.71	   1.14	    1.36	78.83
20.8413333333333	    0.00	    0.51	   0.71	   0.87	    1.36	80.19
17.8185714285714	    0.51	    0.00	   0.70	   0.87	    1.34	81.53
16.8514285714286	    0.00	    0.47	   0.65	  34.70	    1.25	82.78
11.8188888888889	    0.00	    0.47	   0.65	   0.87	    1.24	84.02
12.6674074074074	    0.00	    0.47	   0.63	   0.87	    1.21	85.23
15.7421917808219	    1.17	    0.72	   0.62	   1.47	    1.19	86.41
16.7157142857143	    0.00	    0.44	   0.60	   0.87	    1.14	87.56
19.14	    0.00	    0.41	   0.57	   0.87	    1.09	88.65
19.9726923076923	    0.00	    0.36	   0.49	   0.87	    0.95	89.60
22.5944444444445	    0.00	    0.35	   0.48	   0.87	    0.92	90.52

Groups 12  &  38
Average dissimilarity = 42.54

	Group 12	Group 38	       	       	        	     
Species	Av.Abund	Av.Abund	Av.Diss	Diss/SD	Contrib%	Cum.%
38.5183870967742	    2.01	    0.00	   2.45	   5.45	    5.75	 5.75
37.5636363636364	    1.24	    0.00	   1.54	   0.87	    3.61	 9.37
33.664	    1.04	    0.00	   1.30	   0.87	    3.05	12.42
